t,omega_true,omega_ref,tau_cmd,tau_pid,d_hat
1.2807,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2808,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2809,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.281,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2811,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2812,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2813,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2814,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2815,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2816,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2817,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2818,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2819,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.282,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2821,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2822,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2823,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2824,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2825,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2826,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2827,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2828,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2829,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.283,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2831,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2832,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2833,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2834,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2835,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2836,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2837,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2838,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2839,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.284,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2841,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2842,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2843,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2844,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2845,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2846,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2847,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2848,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2849,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.285,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2851,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2852,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2853,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2854,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2855,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2856,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2857,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2858,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2859,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.286,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2861,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2862,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2863,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2864,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2865,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2866,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2867,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2868,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2869,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.287,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2871,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2872,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2873,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2874,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2875,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2876,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2877,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2878,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2879,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.288,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2881,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2882,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2883,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2884,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2885,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2886,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2887,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2888,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2889,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.289,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2891,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2892,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2893,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2894,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2895,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2896,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2897,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2898,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2899,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.29,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2901,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2902,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2903,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2904,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2905,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2906,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2907,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2908,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2909,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.291,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2911,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2912,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2913,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2914,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2915,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2916,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2917,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2918,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2919,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.292,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2921,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2922,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2923,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2924,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2925,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2926,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2927,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2928,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2929,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.293,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2931,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2932,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2933,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2934,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2935,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2936,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2937,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2938,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2939,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.294,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2941,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2942,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2943,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2944,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2945,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2946,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2947,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2948,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2949,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.295,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2951,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2952,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2953,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2954,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2955,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2956,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2957,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2958,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2959,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.296,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2961,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2962,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2963,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2964,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2965,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2966,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2967,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2968,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2969,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.297,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2971,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2972,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2973,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2974,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2975,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2976,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2977,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2978,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2979,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.298,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2981,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2982,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2983,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2984,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2985,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2986,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2987,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2988,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2989,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.299,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2991,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2992,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2993,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2994,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2995,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2996,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2997,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2998,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.2999,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3001,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3002,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3003,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3004,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3005,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3006,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3007,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3008,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3009,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.301,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3011,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3012,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3013,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3014,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3015,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3016,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3017,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3018,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3019,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.302,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3021,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3022,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3023,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3024,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3025,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3026,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3027,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3028,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3029,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.303,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3031,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3032,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3033,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3034,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3035,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3036,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3037,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3038,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3039,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.304,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3041,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3042,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3043,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3044,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3045,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3046,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3047,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3048,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3049,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.305,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3051,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3052,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3053,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3054,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3055,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3056,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3057,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3058,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3059,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.306,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3061,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3062,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3063,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3064,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3065,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3066,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3067,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3068,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3069,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.307,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3071,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3072,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3073,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3074,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3075,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3076,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3077,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3078,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3079,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.308,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3081,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3082,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3083,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3084,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3085,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3086,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3087,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3088,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3089,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.309,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3091,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3092,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3093,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3094,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3095,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3096,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3097,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3098,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3099,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.31,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3101,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3102,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3103,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3104,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3105,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3106,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3107,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3108,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3109,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.311,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3111,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3112,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3113,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3114,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3115,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3116,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3117,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3118,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3119,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.312,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3121,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3122,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3123,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3124,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3125,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3126,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3127,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3128,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3129,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.313,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3131,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3132,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3133,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3134,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3135,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3136,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3137,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3138,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3139,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.314,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3141,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3142,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3143,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3144,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3145,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3146,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3147,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3148,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3149,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.315,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3151,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3152,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3153,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3154,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3155,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3156,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3157,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3158,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3159,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.316,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3161,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3162,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3163,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3164,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3165,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3166,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3167,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3168,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3169,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.317,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3171,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3172,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3173,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3174,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3175,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3176,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3177,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3178,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3179,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.318,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3181,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3182,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3183,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3184,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3185,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3186,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3187,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3188,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3189,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.319,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3191,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3192,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3193,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3194,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3195,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3196,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3197,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3198,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3199,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.32,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3201,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3202,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3203,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3204,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3205,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3206,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3207,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3208,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3209,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.321,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3211,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3212,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3213,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3214,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3215,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3216,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3217,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3218,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3219,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.322,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3221,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3222,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3223,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3224,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3225,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3226,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3227,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3228,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3229,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.323,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3231,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3232,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3233,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3234,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3235,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3236,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3237,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3238,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3239,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.324,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3241,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3242,19.9335548,20,0.0219933555,0.00199335548,-0.02
1.3243,19.9335548,20,0.0219933555,0.00199335548,-0.02
