t,omega_true,omega_ref,tau_cmd,tau_pid,d_hat
0,0,20,0,0,0
0.0001,0.114217505,20,0.6,0.6,-0.00214571234
0.0002,0.227553413,20,0.6,0.6,-0.00214571234
0.0003,0.341380378,20,0.6,0.6,-0.00214571234
0.0004,0.455781267,20,0.6,0.6,-0.00214571234
0.0005,0.570719848,20,0.6,0.6,-0.00214571234
0.0006,0.686083102,20,0.6,0.6,-0.00214571234
0.0007,0.801735271,20,0.6,0.6,-0.00214571234
0.0008,0.917558551,20,0.6,0.6,-0.00214571234
0.0009,1.03347038,20,0.6,0.6,-0.00214571234
0.001,1.14942199,20,0.6,0.6,-0.00214571234
0.0011,1.25892105,20,0.567663053,0.56551734,-0.00612400397
0.0012,1.36842421,20,0.567663053,0.56551734,-0.00612400397
0.0013,1.47792739,20,0.567663053,0.56551734,-0.00612400397
0.0014,1.58742908,20,0.567663053,0.56551734,-0.00612400397
0.0015,1.69692878,20,0.567663053,0.56551734,-0.00612400397
0.0016,1.80642635,20,0.567663053,0.56551734,-0.00612400397
0.0017,1.91592173,20,0.567663053,0.56551734,-0.00612400397
0.0018,2.02541493,20,0.567663053,0.56551734,-0.00612400397
0.0019,2.13490593,20,0.567663053,0.56551734,-0.00612400397
0.002,2.24439475,20,0.567663053,0.56551734,-0.00612400397
0.0021,2.34810726,20,0.538792161,0.532668157,-0.00947551962
0.0022,2.45181769,20,0.538792161,0.532668157,-0.00947551962
0.0023,2.55552605,20,0.538792161,0.532668157,-0.00947551962
0.0024,2.65923233,20,0.538792161,0.532668157,-0.00947551962
0.0025,2.76293655,20,0.538792161,0.532668157,-0.00947551962
0.0026,2.86663868,20,0.538792161,0.532668157,-0.00947551962
0.0027,2.97033874,20,0.538792161,0.532668157,-0.00947551962
0.0028,3.07403673,20,0.538792161,0.532668157,-0.00947551962
0.0029,3.17773265,20,0.538792161,0.532668157,-0.00947551962
0.003,3.28142649,20,0.538792161,0.532668157,-0.00947551962
0.0031,3.37956642,20,0.511032725,0.501557205,-0.0122327061
0.0032,3.4777044,20,0.511032725,0.501557205,-0.0122327061
0.0033,3.57584041,20,0.511032725,0.501557205,-0.0122327061
0.0034,3.67397445,20,0.511032725,0.501557205,-0.0122327061
0.0035,3.77210654,20,0.511032725,0.501557205,-0.0122327061
0.0036,3.87023666,20,0.511032725,0.501557205,-0.0122327061
0.0037,3.96836482,20,0.511032725,0.501557205,-0.0122327061
0.0038,4.06649101,20,0.511032725,0.501557205,-0.0122327061
0.0039,4.16461525,20,0.511032725,0.501557205,-0.0122327061
0.004,4.26273752,20,0.511032725,0.501557205,-0.0122327061
0.0041,4.35552145,20,0.484350581,0.472117874,-0.0144600861
0.0042,4.44830353,20,0.484350581,0.472117874,-0.0144600861
0.0043,4.54108375,20,0.484350581,0.472117874,-0.0144600861
0.0044,4.63386212,20,0.484350581,0.472117874,-0.0144600861
0.0045,4.72663863,20,0.484350581,0.472117874,-0.0144600861
0.0046,4.81941329,20,0.484350581,0.472117874,-0.0144600861
0.0047,4.91218609,20,0.484350581,0.472117874,-0.0144600861
0.0048,5.00495703,20,0.484350581,0.472117874,-0.0144600861
0.0049,5.09772612,20,0.484350581,0.472117874,-0.0144600861
0.005,5.19049335,20,0.484350581,0.472117874,-0.0144600861
0.0051,5.27813772,20,0.458745286,0.444285199,-0.0162192449
0.0052,5.36578034,20,0.458745286,0.444285199,-0.0162192449
0.0053,5.45342121,20,0.458745286,0.444285199,-0.0162192449
0.0054,5.54106032,20,0.458745286,0.444285199,-0.0162192449
0.0055,5.62869768,20,0.458745286,0.444285199,-0.0162192449
0.0056,5.71633329,20,0.458745286,0.444285199,-0.0162192449
0.0057,5.80396714,20,0.458745286,0.444285199,-0.0162192449
0.0058,5.89159924,20,0.458745286,0.444285199,-0.0162192449
0.0059,5.97922959,20,0.458745286,0.444285199,-0.0162192449
0.006,6.06685819,20,0.458745286,0.444285199,-0.0162192449
0.0061,6.14957872,20,0.434213499,0.417994254,-0.0175684851
0.0062,6.2322976,20,0.434213499,0.417994254,-0.0175684851
0.0063,6.31501483,20,0.434213499,0.417994254,-0.0175684851
0.0064,6.3977304,20,0.434213499,0.417994254,-0.0175684851
0.0065,6.48044432,20,0.434213499,0.417994254,-0.0175684851
0.0066,6.56315658,20,0.434213499,0.417994254,-0.0175684851
0.0067,6.64586719,20,0.434213499,0.417994254,-0.0175684851
0.0068,6.72857615,20,0.434213499,0.417994254,-0.0175684851
0.0069,6.81128345,20,0.434213499,0.417994254,-0.0175684851
0.007,6.8939891,20,0.434213499,0.417994254,-0.0175684851
0.0071,6.9720002,20,0.410748812,0.393180327,-0.0185625024
0.0072,7.05000974,20,0.410748812,0.393180327,-0.0185625024
0.0073,7.12801772,20,0.410748812,0.393180327,-0.0185625024
0.0074,7.20602415,20,0.410748812,0.393180327,-0.0185625024
0.0075,7.28402901,20,0.410748812,0.393180327,-0.0185625024
0.0076,7.36203231,20,0.410748812,0.393180327,-0.0185625024
0.0077,7.44003405,20,0.410748812,0.393180327,-0.0185625024
0.0078,7.51803423,20,0.410748812,0.393180327,-0.0185625024
0.0079,7.59603286,20,0.410748812,0.393180327,-0.0185625024
0.008,7.67402992,20,0.410748812,0.393180327,-0.0185625024
0.0081,7.74754402,20,0.388341605,0.369779102,-0.0192521648
0.0082,7.82105666,20,0.388341605,0.369779102,-0.0192521648
0.0083,7.89456782,20,0.388341605,0.369779102,-0.0192521648
0.0084,7.96807752,20,0.388341605,0.369779102,-0.0192521648
0.0085,8.04158574,20,0.388341605,0.369779102,-0.0192521648
0.0086,8.1150925,20,0.388341605,0.369779102,-0.0192521648
0.0087,8.18859778,20,0.388341605,0.369779102,-0.0192521648
0.0088,8.26210159,20,0.388341605,0.369779102,-0.0192521648
0.0089,8.33560394,20,0.388341605,0.369779102,-0.0192521648
0.009,8.40910481,20,0.388341605,0.369779102,-0.0192521648
0.0091,8.47833174,20,0.36697902,0.347726856,-0.019684381
0.0092,8.54755729,20,0.36697902,0.347726856,-0.019684381
0.0093,8.61678145,20,0.36697902,0.347726856,-0.019684381
0.0094,8.68600422,20,0.36697902,0.347726856,-0.019684381
0.0095,8.75522561,20,0.36697902,0.347726856,-0.019684381
0.0096,8.82444562,20,0.36697902,0.347726856,-0.019684381
0.0097,8.89366425,20,0.36697902,0.347726856,-0.019684381
0.0098,8.96288148,20,0.36697902,0.347726856,-0.019684381
0.0099,9.03209734,20,0.36697902,0.347726856,-0.019684381
0.01,9.10131181,20,0.36697902,0.347726856,-0.019684381
0.0101,9.16645814,20,0.346645027,0.326960646,-0.0199020475
0.0102,9.23160316,20,0.346645027,0.326960646,-0.0199020475
0.0103,9.29674688,20,0.346645027,0.326960646,-0.0199020475
0.0104,9.3618893,20,0.346645027,0.326960646,-0.0199020475
0.0105,9.42703042,20,0.346645027,0.326960646,-0.0199020475
0.0106,9.49217023,20,0.346645027,0.326960646,-0.0199020475
0.0107,9.55730874,20,0.346645027,0.326960646,-0.0199020475
0.0108,9.62244595,20,0.346645027,0.326960646,-0.0199020475
0.0109,9.68758185,20,0.346645027,0.326960646,-0.0199020475
0.011,9.75271646,20,0.346645027,0.326960646,-0.0199020475
0.0111,9.8139849,20,0.327320554,0.307418506,-0.0199440621
0.0112,9.87525212,20,0.327320554,0.307418506,-0.0199440621
0.0113,9.93651811,20,0.327320554,0.307418506,-0.0199440621
0.0114,9.99778288,20,0.327320554,0.307418506,-0.0199440621
0.0115,10.0590464,20,0.327320554,0.307418506,-0.0199440621
0.0116,10.1203087,20,0.327320554,0.307418506,-0.0199440621
0.0117,10.1815698,20,0.327320554,0.307418506,-0.0199440621
0.0118,10.2428297,20,0.327320554,0.307418506,-0.0199440621
0.0119,10.3040883,20,0.327320554,0.307418506,-0.0199440621
0.012,10.3653458,20,0.327320554,0.307418506,-0.0199440621
0.0121,10.4229346,20,0.308983689,0.289039627,-0.0198453932
0.0122,10.4805223,20,0.308983689,0.289039627,-0.0198453932
0.0123,10.5381089,20,0.308983689,0.289039627,-0.0198453932
0.0124,10.5956943,20,0.308983689,0.289039627,-0.0198453932
0.0125,10.6532785,20,0.308983689,0.289039627,-0.0198453932
0.0126,10.7108616,20,0.308983689,0.289039627,-0.0198453932
0.0127,10.7684436,20,0.308983689,0.289039627,-0.0198453932
0.0128,10.8260243,20,0.308983689,0.289039627,-0.0198453932
0.0129,10.883604,20,0.308983689,0.289039627,-0.0198453932
0.013,10.9411825,20,0.308983689,0.289039627,-0.0198453932
0.0131,10.9952851,20,0.291609919,0.271764526,-0.0196371965
0.0132,11.0493866,20,0.291609919,0.271764526,-0.0196371965
0.0133,11.1034871,20,0.291609919,0.271764526,-0.0196371965
0.0134,11.1575865,20,0.291609919,0.271764526,-0.0196371965
0.0135,11.2116848,20,0.291609919,0.271764526,-0.0196371965
0.0136,11.265782,20,0.291609919,0.271764526,-0.0196371965
0.0137,11.3198781,20,0.291609919,0.271764526,-0.0196371965
0.0138,11.3739731,20,0.291609919,0.271764526,-0.0196371965
0.0139,11.4280671,20,0.291609919,0.271764526,-0.0196371965
0.014,11.48216,20,0.291609919,0.271764526,-0.0196371965
0.0141,11.5329643,20,0.275172397,0.255535201,-0.0193469687
0.0142,11.5837676,20,0.275172397,0.255535201,-0.0193469687
0.0143,11.6345699,20,0.275172397,0.255535201,-0.0193469687
0.0144,11.6853712,20,0.275172397,0.255535201,-0.0193469687
0.0145,11.7361715,20,0.275172397,0.255535201,-0.0193469687
0.0146,11.7869707,20,0.275172397,0.255535201,-0.0193469687
0.0147,11.8377689,20,0.275172397,0.255535201,-0.0193469687
0.0148,11.8885662,20,0.275172397,0.255535201,-0.0193469687
0.0149,11.9393624,20,0.275172397,0.255535201,-0.0193469687
0.015,11.9901575,20,0.275172397,0.255535201,-0.0193469687
0.0151,12.0378457,20,0.259642242,0.240295274,-0.0189987304
0.0152,12.0855329,20,0.259642242,0.240295274,-0.0189987304
0.0153,12.1332192,20,0.259642242,0.240295274,-0.0189987304
0.0154,12.1809045,20,0.259642242,0.240295274,-0.0189987304
0.0155,12.2285888,20,0.259642242,0.240295274,-0.0189987304
0.0156,12.2762722,20,0.259642242,0.240295274,-0.0189987304
0.0157,12.3239547,20,0.259642242,0.240295274,-0.0189987304
0.0158,12.3716362,20,0.259642242,0.240295274,-0.0189987304
0.0159,12.4193167,20,0.259642242,0.240295274,-0.0189987304
0.016,12.4669963,20,0.259642242,0.240295274,-0.0189987304
0.0161,12.5117443,20,0.244988841,0.225990111,-0.0186132317
0.0162,12.5564914,20,0.244988841,0.225990111,-0.0186132317
0.0163,12.6012376,20,0.244988841,0.225990111,-0.0186132317
0.0164,12.6459829,20,0.244988841,0.225990111,-0.0186132317
0.0165,12.6907273,20,0.244988841,0.225990111,-0.0186132317
0.0166,12.7354708,20,0.244988841,0.225990111,-0.0186132317
0.0167,12.7802134,20,0.244988841,0.225990111,-0.0186132317
0.0168,12.8249551,20,0.244988841,0.225990111,-0.0186132317
0.0169,12.8696959,20,0.244988841,0.225990111,-0.0186132317
0.017,12.9144358,20,0.244988841,0.225990111,-0.0186132317
0.0171,12.9564132,20,0.231180156,0.212566925,-0.0182081737
0.0172,12.9983897,20,0.231180156,0.212566925,-0.0182081737
0.0173,13.0403653,20,0.231180156,0.212566925,-0.0182081737
0.0174,13.0823401,20,0.231180156,0.212566925,-0.0182081737
0.0175,13.1243141,20,0.231180156,0.212566925,-0.0182081737
0.0176,13.1662872,20,0.231180156,0.212566925,-0.0182081737
0.0177,13.2082595,20,0.231180156,0.212566925,-0.0182081737
0.0178,13.2502309,20,0.231180156,0.212566925,-0.0182081737
0.0179,13.2922015,20,0.231180156,0.212566925,-0.0182081737
0.018,13.3341713,20,0.231180156,0.212566925,-0.0182081737
0.0181,13.3735408,20,0.218183035,0.199974861,-0.0177984392
0.0182,13.4129096,20,0.218183035,0.199974861,-0.0177984392
0.0183,13.4522775,20,0.218183035,0.199974861,-0.0177984392
0.0184,13.4916447,20,0.218183035,0.199974861,-0.0177984392
0.0185,13.5310111,20,0.218183035,0.199974861,-0.0177984392
0.0186,13.5703767,20,0.218183035,0.199974861,-0.0177984392
0.0187,13.6097415,20,0.218183035,0.199974861,-0.0177984392
0.0188,13.6491055,20,0.218183035,0.199974861,-0.0177984392
0.0189,13.6884687,20,0.218183035,0.199974861,-0.0177984392
0.019,13.7278312,20,0.218183035,0.199974861,-0.0177984392
0.0191,13.7647489,20,0.205963504,0.188165065,-0.0173963294
0.0192,13.801666,20,0.205963504,0.188165065,-0.0173963294
0.0193,13.8385823,20,0.205963504,0.188165065,-0.0173963294
0.0194,13.8754978,20,0.205963504,0.188165065,-0.0173963294
0.0195,13.9124127,20,0.205963504,0.188165065,-0.0173963294
0.0196,13.9493267,20,0.205963504,0.188165065,-0.0173963294
0.0197,13.9862401,20,0.205963504,0.188165065,-0.0173963294
0.0198,14.0231527,20,0.205963504,0.188165065,-0.0173963294
0.0199,14.0600646,20,0.205963504,0.188165065,-0.0173963294
0.02,14.0969757,20,0.205963504,0.188165065,-0.0173963294
0.0201,14.1315908,20,0.194487059,0.177090729,-0.0170118005
0.0202,14.1662053,20,0.194487059,0.177090729,-0.0170118005
0.0203,14.200819,20,0.194487059,0.177090729,-0.0170118005
0.0204,14.235432,20,0.194487059,0.177090729,-0.0170118005
0.0205,14.2700444,20,0.194487059,0.177090729,-0.0170118005
0.0206,14.3046561,20,0.194487059,0.177090729,-0.0170118005
0.0207,14.339267,20,0.194487059,0.177090729,-0.0170118005
0.0208,14.3738773,20,0.194487059,0.177090729,-0.0170118005
0.0209,14.4084869,20,0.194487059,0.177090729,-0.0170118005
0.021,14.4430958,20,0.194487059,0.177090729,-0.0170118005
0.0211,14.4755504,20,0.183718926,0.166707126,-0.0166526984
0.0212,14.5080043,20,0.183718926,0.166707126,-0.0166526984
0.0213,14.5404577,20,0.183718926,0.166707126,-0.0166526984
0.0214,14.5729103,20,0.183718926,0.166707126,-0.0166526984
0.0215,14.6053623,20,0.183718926,0.166707126,-0.0166526984
0.0216,14.6378137,20,0.183718926,0.166707126,-0.0166526984
0.0217,14.6702644,20,0.183718926,0.166707126,-0.0166526984
0.0218,14.7027144,20,0.183718926,0.166707126,-0.0166526984
0.0219,14.7351638,20,0.183718926,0.166707126,-0.0166526984
0.022,14.7676126,20,0.183718926,0.166707126,-0.0166526984
0.0221,14.7980418,20,0.173624321,0.156971623,-0.0163249865
0.0222,14.8284704,20,0.173624321,0.156971623,-0.0163249865
0.0223,14.8588984,20,0.173624321,0.156971623,-0.0163249865
0.0224,14.8893258,20,0.173624321,0.156971623,-0.0163249865
0.0225,14.9197525,20,0.173624321,0.156971623,-0.0163249865
0.0226,14.9501787,20,0.173624321,0.156971623,-0.0163249865
0.0227,14.9806043,20,0.173624321,0.156971623,-0.0163249865
0.0228,15.0110292,20,0.173624321,0.156971623,-0.0163249865
0.0229,15.0414535,20,0.173624321,0.156971623,-0.0163249865
0.023,15.0718773,20,0.173624321,0.156971623,-0.0163249865
0.0231,15.1004093,20,0.164168668,0.147843682,-0.0160329662
0.0232,15.1289407,20,0.164168668,0.147843682,-0.0160329662
0.0233,15.1574716,20,0.164168668,0.147843682,-0.0160329662
0.0234,15.1860019,20,0.164168668,0.147843682,-0.0160329662
0.0235,15.2145316,20,0.164168668,0.147843682,-0.0160329662
0.0236,15.2430608,20,0.164168668,0.147843682,-0.0160329662
0.0237,15.2715894,20,0.164168668,0.147843682,-0.0160329662
0.0238,15.3001174,20,0.164168668,0.147843682,-0.0160329662
0.0239,15.3286448,20,0.164168668,0.147843682,-0.0160329662
0.024,15.3571717,20,0.164168668,0.147843682,-0.0160329662
0.0241,15.3839279,20,0.155317815,0.139284849,-0.0157794864
0.0242,15.4106835,20,0.155317815,0.139284849,-0.0157794864
0.0243,15.4374386,20,0.155317815,0.139284849,-0.0157794864
0.0244,15.4641931,20,0.155317815,0.139284849,-0.0157794864
0.0245,15.4909471,20,0.155317815,0.139284849,-0.0157794864
0.0246,15.5177006,20,0.155317815,0.139284849,-0.0157794864
0.0247,15.5444535,20,0.155317815,0.139284849,-0.0157794864
0.0248,15.5712059,20,0.155317815,0.139284849,-0.0157794864
0.0249,15.5979578,20,0.155317815,0.139284849,-0.0157794864
0.025,15.6247091,20,0.155317815,0.139284849,-0.0157794864
0.0251,15.649804,20,0.147038212,0.131258726,-0.0155661413
0.0252,15.6748984,20,0.147038212,0.131258726,-0.0155661413
0.0253,15.6999923,20,0.147038212,0.131258726,-0.0155661413
0.0254,15.7250857,20,0.147038212,0.131258726,-0.0155661413
0.0255,15.7501786,20,0.147038212,0.131258726,-0.0155661413
0.0256,15.775271,20,0.147038212,0.131258726,-0.0155661413
0.0257,15.8003629,20,0.147038212,0.131258726,-0.0155661413
0.0258,15.8254543,20,0.147038212,0.131258726,-0.0155661413
0.0259,15.8505452,20,0.147038212,0.131258726,-0.0155661413
0.026,15.8756355,20,0.147038212,0.131258726,-0.0155661413
0.0261,15.8991772,20,0.139297075,0.123730934,-0.0153934561
0.0262,15.9227184,20,0.139297075,0.123730934,-0.0153934561
0.0263,15.9462591,20,0.139297075,0.123730934,-0.0153934561
0.0264,15.9697994,20,0.139297075,0.123730934,-0.0153934561
0.0265,15.9933392,20,0.139297075,0.123730934,-0.0153934561
0.0266,16.0168785,20,0.139297075,0.123730934,-0.0153934561
0.0267,16.0404173,20,0.139297075,0.123730934,-0.0153934561
0.0268,16.0639557,20,0.139297075,0.123730934,-0.0153934561
0.0269,16.0874936,20,0.139297075,0.123730934,-0.0153934561
0.027,16.111031,20,0.139297075,0.123730934,-0.0153934561
0.0271,16.1331211,20,0.132062526,0.116669069,-0.0152610577
0.0272,16.1552107,20,0.132062526,0.116669069,-0.0152610577
0.0273,16.1772999,20,0.132062526,0.116669069,-0.0152610577
0.0274,16.1993886,20,0.132062526,0.116669069,-0.0152610577
0.0275,16.2214769,20,0.132062526,0.116669069,-0.0152610577
0.0276,16.2435648,20,0.132062526,0.116669069,-0.0152610577
0.0277,16.2656522,20,0.132062526,0.116669069,-0.0152610577
0.0278,16.2877392,20,0.132062526,0.116669069,-0.0152610577
0.0279,16.3098257,20,0.132062526,0.116669069,-0.0152610577
0.028,16.3319118,20,0.132062526,0.116669069,-0.0152610577
0.0281,16.3526457,20,0.125303705,0.110042647,-0.0151678332
0.0282,16.3733792,20,0.125303705,0.110042647,-0.0151678332
0.0283,16.3941122,20,0.125303705,0.110042647,-0.0151678332
0.0284,16.4148449,20,0.125303705,0.110042647,-0.0151678332
0.0285,16.4355771,20,0.125303705,0.110042647,-0.0151678332
0.0286,16.4563089,20,0.125303705,0.110042647,-0.0151678332
0.0287,16.4770403,20,0.125303705,0.110042647,-0.0151678332
0.0288,16.4977713,20,0.125303705,0.110042647,-0.0151678332
0.0289,16.5185019,20,0.125303705,0.110042647,-0.0151678332
0.029,16.5392321,20,0.125303705,0.110042647,-0.0151678332
0.0291,16.5586993,20,0.118990871,0.103823038,-0.0151120723
0.0292,16.5781661,20,0.118990871,0.103823038,-0.0151120723
0.0293,16.5976325,20,0.118990871,0.103823038,-0.0151120723
0.0294,16.6170985,20,0.118990871,0.103823038,-0.0151120723
0.0295,16.6365641,20,0.118990871,0.103823038,-0.0151120723
0.0296,16.6560294,20,0.118990871,0.103823038,-0.0151120723
0.0297,16.6754943,20,0.118990871,0.103823038,-0.0151120723
0.0298,16.6949587,20,0.118990871,0.103823038,-0.0151120723
0.0299,16.7144228,20,0.118990871,0.103823038,-0.0151120723
0.03,16.7338865,20,0.118990871,0.103823038,-0.0151120723
0.0301,16.7521707,20,0.113095477,0.0979834051,-0.0150915975
0.0302,16.7704546,20,0.113095477,0.0979834051,-0.0150915975
0.0303,16.7887381,20,0.113095477,0.0979834051,-0.0150915975
0.0304,16.8070212,20,0.113095477,0.0979834051,-0.0150915975
0.0305,16.825304,20,0.113095477,0.0979834051,-0.0150915975
0.0306,16.8435864,20,0.113095477,0.0979834051,-0.0150915975
0.0307,16.8618685,20,0.113095477,0.0979834051,-0.0150915975
0.0308,16.8801501,20,0.113095477,0.0979834051,-0.0150915975
0.0309,16.8984314,20,0.113095477,0.0979834051,-0.0150915975
0.031,16.9167124,20,0.113095477,0.0979834051,-0.0150915975
0.0311,16.9338919,20,0.107590226,0.0924986282,-0.0151038789
0.0312,16.9510711,20,0.107590226,0.0924986282,-0.0151038789
0.0313,16.96825,20,0.107590226,0.0924986282,-0.0151038789
0.0314,16.9854285,20,0.107590226,0.0924986282,-0.0151038789
0.0315,17.0026067,20,0.107590226,0.0924986282,-0.0151038789
0.0316,17.0197845,20,0.107590226,0.0924986282,-0.0151038789
0.0317,17.036962,20,0.107590226,0.0924986282,-0.0151038789
0.0318,17.0541391,20,0.107590226,0.0924986282,-0.0151038789
0.0319,17.0713159,20,0.107590226,0.0924986282,-0.0151038789
0.032,17.0884923,20,0.107590226,0.0924986282,-0.0151038789
0.0321,17.1046402,20,0.102449109,0.0873452303,-0.0151461371
0.0322,17.1207878,20,0.102449109,0.0873452303,-0.0151461371
0.0323,17.136935,20,0.102449109,0.0873452303,-0.0151461371
0.0324,17.1530819,20,0.102449109,0.0873452303,-0.0151461371
0.0325,17.1692285,20,0.102449109,0.0873452303,-0.0151461371
0.0326,17.1853748,20,0.102449109,0.0873452303,-0.0151461371
0.0327,17.2015208,20,0.102449109,0.0873452303,-0.0151461371
0.0328,17.2176664,20,0.102449109,0.0873452303,-0.0151461371
0.0329,17.2338117,20,0.102449109,0.0873452303,-0.0151461371
0.033,17.2499567,20,0.102449109,0.0873452303,-0.0151461371
0.0331,17.265141,20,0.0976474362,0.0825012991,-0.0152154322
0.0332,17.2803251,20,0.0976474362,0.0825012991,-0.0152154322
0.0333,17.2955088,20,0.0976474362,0.0825012991,-0.0152154322
0.0334,17.3106922,20,0.0976474362,0.0825012991,-0.0152154322
0.0335,17.3258753,20,0.0976474362,0.0825012991,-0.0152154322
0.0336,17.3410582,20,0.0976474362,0.0825012991,-0.0152154322
0.0337,17.3562407,20,0.0976474362,0.0825012991,-0.0152154322
0.0338,17.3714229,20,0.0976474362,0.0825012991,-0.0152154322
0.0339,17.3866048,20,0.0976474362,0.0825012991,-0.0152154322
0.034,17.4017864,20,0.0976474362,0.0825012991,-0.0152154322
0.0341,17.4160706,20,0.0931618404,0.0779464082,-0.0153087417
0.0342,17.4303545,20,0.0931618404,0.0779464082,-0.0153087417
0.0343,17.4446381,20,0.0931618404,0.0779464082,-0.0153087417
0.0344,17.4589214,20,0.0931618404,0.0779464082,-0.0153087417
0.0345,17.4732045,20,0.0931618404,0.0779464082,-0.0153087417
0.0346,17.4874872,20,0.0931618404,0.0779464082,-0.0153087417
0.0347,17.5017697,20,0.0931618404,0.0779464082,-0.0153087417
0.0348,17.5160519,20,0.0931618404,0.0779464082,-0.0153087417
0.0349,17.5303338,20,0.0931618404,0.0779464082,-0.0153087417
0.035,17.5446154,20,0.0931618404,0.0779464082,-0.0153087417
0.0351,17.5580585,20,0.0889702787,0.073661537,-0.0154230261
0.0352,17.5715012,20,0.0889702787,0.073661537,-0.0154230261
0.0353,17.5849437,20,0.0889702787,0.073661537,-0.0154230261
0.0354,17.5983859,20,0.0889702787,0.073661537,-0.0154230261
0.0355,17.6118279,20,0.0889702787,0.073661537,-0.0154230261
0.0356,17.6252696,20,0.0889702787,0.073661537,-0.0154230261
0.0357,17.638711,20,0.0889702787,0.073661537,-0.0154230261
0.0358,17.6521521,20,0.0889702787,0.073661537,-0.0154230261
0.0359,17.665593,20,0.0889702787,0.073661537,-0.0154230261
0.036,17.6790336,20,0.0889702787,0.073661537,-0.0154230261
0.0361,17.6916903,20,0.0850520174,0.0696289912,-0.015555285
0.0362,17.7043468,20,0.0850520174,0.0696289912,-0.015555285
0.0363,17.717003,20,0.0850520174,0.0696289912,-0.015555285
0.0364,17.7296589,20,0.0850520174,0.0696289912,-0.015555285
0.0365,17.7423146,20,0.0850520174,0.0696289912,-0.015555285
0.0366,17.75497,20,0.0850520174,0.0696289912,-0.015555285
0.0367,17.7676252,20,0.0850520174,0.0696289912,-0.015555285
0.0368,17.7802801,20,0.0850520174,0.0696289912,-0.015555285
0.0369,17.7929348,20,0.0850520174,0.0696289912,-0.015555285
0.037,17.8055892,20,0.0850520174,0.0696289912,-0.015555285
0.0371,17.8175105,20,0.0813876091,0.0658323241,-0.0157026026
0.0372,17.8294315,20,0.0813876091,0.0658323241,-0.0157026026
0.0373,17.8413524,20,0.0813876091,0.0658323241,-0.0157026026
0.0374,17.8532729,20,0.0813876091,0.0658323241,-0.0157026026
0.0375,17.8651933,20,0.0813876091,0.0658323241,-0.0157026026
0.0376,17.8771134,20,0.0813876091,0.0658323241,-0.0157026026
0.0377,17.8890332,20,0.0813876091,0.0658323241,-0.0157026026
0.0378,17.9009528,20,0.0813876091,0.0658323241,-0.0157026026
0.0379,17.9128722,20,0.0813876091,0.0658323241,-0.0157026026
0.038,17.9247914,20,0.0813876091,0.0658323241,-0.0157026026
0.0381,17.9360245,20,0.0779588613,0.0622562587,-0.0158621851
0.0382,17.9472575,20,0.0779588613,0.0622562587,-0.0158621851
0.0383,17.9584902,20,0.0779588613,0.0622562587,-0.0158621851
0.0384,17.9697227,20,0.0779588613,0.0622562587,-0.0158621851
0.0385,17.980955,20,0.0779588613,0.0622562587,-0.0158621851
0.0386,17.992187,20,0.0779588613,0.0622562587,-0.0158621851
0.0387,18.0034188,20,0.0779588613,0.0622562587,-0.0158621851
0.0388,18.0146504,20,0.0779588613,0.0622562587,-0.0158621851
0.0389,18.0258818,20,0.0779588613,0.0622562587,-0.0158621851
0.039,18.0371129,20,0.0779588613,0.0622562587,-0.0158621851
0.0391,18.0477018,20,0.0747487979,0.0588866127,-0.0160313896
0.0392,18.0582905,20,0.0747487979,0.0588866127,-0.0160313896
0.0393,18.068879,20,0.0747487979,0.0588866127,-0.0160313896
0.0394,18.0794673,20,0.0747487979,0.0588866127,-0.0160313896
0.0395,18.0900553,20,0.0747487979,0.0588866127,-0.0160313896
0.0396,18.1006432,20,0.0747487979,0.0588866127,-0.0160313896
0.0397,18.1112308,20,0.0747487979,0.0588866127,-0.0160313896
0.0398,18.1218183,20,0.0747487979,0.0588866127,-0.0160313896
0.0399,18.1324055,20,0.0747487979,0.0588866127,-0.0160313896
0.04,18.1429925,20,0.0747487979,0.0588866127,-0.0160313896
0.0401,18.1529779,20,0.0717416148,0.0557102252,-0.016207746
0.0402,18.162963,20,0.0717416148,0.0557102252,-0.016207746
0.0403,18.172948,20,0.0717416148,0.0557102252,-0.016207746
0.0404,18.1829327,20,0.0717416148,0.0557102252,-0.016207746
0.0405,18.1929173,20,0.0717416148,0.0557102252,-0.016207746
0.0406,18.2029017,20,0.0717416148,0.0557102252,-0.016207746
0.0407,18.2128858,20,0.0717416148,0.0557102252,-0.016207746
0.0408,18.2228698,20,0.0717416148,0.0557102252,-0.016207746
0.0409,18.2328536,20,0.0717416148,0.0557102252,-0.016207746
0.041,18.2428371,20,0.0717416148,0.0557102252,-0.016207746
0.0411,18.2522567,20,0.0689226318,0.0527148858,-0.0163889728
0.0412,18.2616761,20,0.0689226318,0.0527148858,-0.0163889728
0.0413,18.2710953,20,0.0689226318,0.0527148858,-0.0163889728
0.0414,18.2805143,20,0.0689226318,0.0527148858,-0.0163889728
0.0415,18.2899331,20,0.0689226318,0.0527148858,-0.0163889728
0.0416,18.2993518,20,0.0689226318,0.0527148858,-0.0163889728
0.0417,18.3087702,20,0.0689226318,0.0527148858,-0.0163889728
0.0418,18.3181885,20,0.0689226318,0.0527148858,-0.0163889728
0.0419,18.3276065,20,0.0689226318,0.0527148858,-0.0163889728
0.042,18.3370244,20,0.0689226318,0.0527148858,-0.0163889728
