t,omega_true,omega_ref,tau_cmd,d_hat,d_true
0.0357,22.9149339,30,0.142024982,0.003452659,0
0.0358,22.9428803,30,0.142024982,0.003452659,0
0.0359,22.9708261,30,0.142024982,0.003452659,0
0.036,22.9987714,30,0.142024982,0.003452659,0
0.0361,23.0256256,30,0.136571912,0.00332063634,0
0.0362,23.0524792,30,0.136571912,0.00332063634,0
0.0363,23.0793322,30,0.136571912,0.00332063634,0
0.0364,23.1061848,30,0.136571912,0.00332063634,0
0.0365,23.1330368,30,0.136571912,0.00332063634,0
0.0366,23.1598882,30,0.136571912,0.00332063634,0
0.0367,23.1867391,30,0.136571912,0.00332063634,0
0.0368,23.2135895,30,0.136571912,0.00332063634,0
0.0369,23.2404393,30,0.136571912,0.00332063634,0
0.037,23.2672887,30,0.136571912,0.00332063634,0
0.0371,23.2930898,30,0.131333591,0.00319309526,0
0.0372,23.3188904,30,0.131333591,0.00319309526,0
0.0373,23.3446904,30,0.131333591,0.00319309526,0
0.0374,23.37049,30,0.131333591,0.00319309526,0
0.0375,23.3962891,30,0.131333591,0.00319309526,0
0.0376,23.4220876,30,0.131333591,0.00319309526,0
0.0377,23.4478856,30,0.131333591,0.00319309526,0
0.0378,23.4736831,30,0.131333591,0.00319309526,0
0.0379,23.4994801,30,0.131333591,0.00319309526,0
0.038,23.5252766,30,0.131333591,0.00319309526,0
0.0381,23.5500661,30,0.126301373,0.00307000672,0
0.0382,23.5748551,30,0.126301373,0.00307000672,0
0.0383,23.5996437,30,0.126301373,0.00307000672,0
0.0384,23.6244317,30,0.126301373,0.00307000672,0
0.0385,23.6492192,30,0.126301373,0.00307000672,0
0.0386,23.6740063,30,0.126301373,0.00307000672,0
0.0387,23.6987928,30,0.126301373,0.00307000672,0
0.0388,23.7235789,30,0.126301373,0.00307000672,0
0.0389,23.7483644,30,0.126301373,0.00307000672,0
0.039,23.7731495,30,0.126301373,0.00307000672,0
0.0391,23.7969672,30,0.121467004,0.00295131174,0
0.0392,23.8207844,30,0.121467004,0.00295131174,0
0.0393,23.8446011,30,0.121467004,0.00295131174,0
0.0394,23.8684174,30,0.121467004,0.00295131174,0
0.0395,23.8922332,30,0.121467004,0.00295131174,0
0.0396,23.9160485,30,0.121467004,0.00295131174,0
0.0397,23.9398634,30,0.121467004,0.00295131174,0
0.0398,23.9636777,30,0.121467004,0.00295131174,0
0.0399,23.9874916,30,0.121467004,0.00295131174,0
0.04,24.011305,30,0.121467004,0.00295131174,0
0.0401,24.0341891,30,0.116822587,0.00283692919,0
0.0402,24.0570727,30,0.116822587,0.00283692919,0
0.0403,24.0799559,30,0.116822587,0.00283692919,0
0.0404,24.1028385,30,0.116822587,0.00283692919,0
0.0405,24.1257208,30,0.116822587,0.00283692919,0
